runde_nr,parti_valgt_2013,omtaler_parti,kategori,andel,konfidensintervall_fra,konfidensintervall_til,N
3,SP,Høyre,Nøytral,0.1757188,0.1372502,0.2221927,313
3,SP,Høyre,Liker,0.2076677,0.1660819,0.256464,313
4,SP,Høyre,Misliker,0.6724891,0.6085939,0.7305713,229
4,SP,Høyre,Nøytral,0.1528384,0.1115343,0.2058939,229
4,SP,Høyre,Liker,0.1746725,0.1304986,0.2298466,229
5,SP,Høyre,Misliker,0.5539216,0.4845373,0.6212664,204
5,SP,Høyre,Nøytral,0.1862745,0.1382557,0.2462062,204
5,SP,Høyre,Liker,0.2598039,0.2038243,0.3248845,204
6,SP,Høyre,Misliker,0.5860215,0.5132606,0.6552122,186
6,SP,Høyre,Nøytral,0.1827957,0.1332172,0.2455974,186
6,SP,Høyre,Liker,0.2311828,0.1757088,0.2978425,186
7,SP,Høyre,Misliker,0.5586592,0.4844657,0.6303228,179
7,SP,Høyre,Nøytral,0.2122905,0.158041,0.2789914,179
7,SP,Høyre,Liker,0.2290503,0.1728352,0.2969847,179
9,SP,Høyre,Misliker,0.6415094,0.5632261,0.7129138,159
9,SP,Høyre,Nøytral,0.1383648,0.0924555,0.2019966,159
9,SP,Høyre,Liker,0.2201258,0.1618983,0.2919988,159
1,SP,FRP,Misliker,0.7719298,0.7023283,0.8292145,171
1,SP,FRP,Nøytral,0.0760234,0.0444089,0.1271495,171
1,SP,FRP,Liker,0.1520468,0.1052424,0.2146725,171
2,SP,FRP,Misliker,0.8378378,0.7557653,0.8961215,111
2,SP,FRP,Nøytral,0.0630631,0.030008,0.1277348,111
2,SP,FRP,Liker,0.0990991,0.0552182,0.1715206,111
3,SP,FRP,Misliker,0.8132911,0.7662137,0.8527109,316
3,SP,FRP,Nøytral,0.0791139,0.0539031,0.1146867,316
3,SP,FRP,Liker,0.1075949,0.077751,0.1470674,316
4,SP,FRP,Misliker,0.8471616,0.7941061,0.8884657,229
4,SP,FRP,Nøytral,0.0786026,0.0499077,0.121683,229
4,SP,FRP,Liker,0.0742358,0.0464795,0.1165416,229
5,SP,FRP,Misliker,0.7707317,0.7076618,0.8235868,205
5,SP,FRP,Nøytral,0.0780488,0.0481645,0.1240585,205
5,SP,FRP,Liker,0.1512195,0.1080918,0.2075506,205
6,SP,FRP,Misliker,0.787234,0.7222891,0.8403481,188
6,SP,FRP,Nøytral,0.0744681,0.0443832,0.1223352,188
6,SP,FRP,Liker,0.1382979,0.095575,0.1959801,188
7,SP,FRP,Misliker,0.7722222,0.7045849,0.8281506,180
7,SP,FRP,Nøytral,0.0777778,0.0463693,0.1276141,180
7,SP,FRP,Liker,0.15,0.10455,0.2105619,180
9,SP,FRP,Misliker,0.8050314,0.7352505,0.859924,159
9,SP,FRP,Nøytral,0.0566038,0.0295012,0.1058887,159
9,SP,FRP,Liker,0.1383648,0.0924555,0.2019966,159
1,SP,Venstre,Misliker,0.2916667,0.2273357,0.3655885,168
1,SP,Venstre,Nøytral,0.3095238,0.2436424,0.3841713,168
1,SP,Venstre,Liker,0.3988095,0.3268578,0.4754138,168
2,SP,Venstre,Misliker,0.3272727,0.2450609,0.4216601,110
2,SP,Venstre,Nøytral,0.3,0.2207057,0.3934013,110
2,SP,Venstre,Liker,0.3727273,0.2863572,0.468062,110
3,SP,Venstre,Misliker,0.3152866,0.2660263,0.3690817,314
3,SP,Venstre,Nøytral,0.3152866,0.2660263,0.3690817,314
3,SP,Venstre,Liker,0.3694268,0.31754,0.424518,314
4,SP,Venstre,Misliker,0.3788546,0.3176446,0.4441817,227
4,SP,Venstre,Nøytral,0.3127753,0.2554224,0.3764946,227
4,SP,Venstre,Liker,0.30837,0.2513214,0.3719351,227
5,SP,Venstre,Misliker,0.4411765,0.3739989,0.5105789,204
5,SP,Venstre,Nøytral,0.2401961,0.1861014,0.3041388,204
5,SP,Venstre,Liker,0.3186275,0.2578657,0.3862549,204
6,SP,Venstre,Misliker,0.5135135,0.4410422,0.585421,185
6,SP,Venstre,Nøytral,0.2486486,0.1911838,0.3166244,185
6,SP,Venstre,Liker,0.2378378,0.1815044,0.3051374,185
7,SP,Venstre,Misliker,0.5307263,0.4567776,0.6033499,179
7,SP,Venstre,Nøytral,0.2346369,0.1777968,0.3029528,179
7,SP,Venstre,Liker,0.2346369,0.1777968,0.3029528,179
9,SP,Venstre,Misliker,0.6163522,0.5376693,0.6893804,159
9,SP,Venstre,Nøytral,0.1572327,0.1080693,0.2231658,159
9,SP,Venstre,Liker,0.2264151,0.1674072,0.2987588,159
1,SP,SP,Misliker,0.0116959,0.0028861,0.0461525,171
1,SP,SP,Nøytral,0.0409357,0.0194922,0.0839497,171
1,SP,SP,Liker,0.9473684,0.9013531,0.9725724,171
2,SP,SP,Misliker,0.045045,0.0186141,0.1049915,111
2,SP,SP,Nøytral,0.0720721,0.0360564,0.1388795,111
2,SP,SP,Liker,0.8828829,0.8072752,0.9313513,111
3,SP,SP,Misliker,0.0157233,0.0065284,0.0373813,318
3,SP,SP,Nøytral,0.0408805,0.0238129,0.0693126,318
3,SP,SP,Liker,0.9433962,0.9117515,0.9641399,318
4,SP,SP,Misliker,0.0305677,0.0145598,0.0630495,229
4,SP,SP,Nøytral,0.0393013,0.0204727,0.0741359,229
4,SP,SP,Liker,0.930131,0.8886289,0.9569173,229
5,SP,SP,Misliker,0.0242718,0.0100641,0.0573747,206
5,SP,SP,Nøytral,0.0339806,0.0161838,0.0699565,206
5,SP,SP,Liker,0.9417476,0.8998024,0.9667817,206
6,SP,SP,Misliker,0.0,,,186
6,SP,SP,Nøytral,0.0430108,0.0215144,0.0841385,186
6,SP,SP,Liker,0.9569892,0.9158615,0.9784856,186
7,SP,SP,Misliker,0.0276243,0.0114479,0.065152,181
7,SP,SP,Nøytral,0.0883978,0.0546058,0.1400047,181
7,SP,SP,Liker,0.8839779,0.8279831,0.9234309,181
9,SP,SP,Misliker,0.0251572,0.0093731,0.0657574,159
9,SP,SP,Nøytral,0.0377358,0.0169022,0.0821042,159
9,SP,SP,Liker,0.9371069,0.8863638,0.9660589,159
1,SP,SV,Misliker,0.4424242,0.3677772,0.5197663,165
1,SP,SV,Nøytral,0.2424242,0.1825422,0.3143952,165
1,SP,SV,Liker,0.3151515,0.2482388,0.3907263,165
2,SP,SV,Misliker,0.4234234,0.3337762,0.5184127,111
2,SP,SV,Nøytral,0.1981982,0.1333581,0.2842249,111
2,SP,SV,Liker,0.3783784,0.2919264,0.4733186,111
3,SP,SV,Misliker,0.4249201,0.3709953,0.480693,313
3,SP,SV,Nøytral,0.2619808,0.2160169,0.3138101,313
3,SP,SV,Liker,0.313099,0.2638857,0.3669156,313
4,SP,SV,Misliker,0.4424779,0.378573,0.5083458,226
4,SP,SV,Nøytral,0.2477876,0.1954879,0.3087103,226
4,SP,SV,Liker,0.3097345,0.2524709,0.3734968,226
5,SP,SV,Misliker,0.4341463,0.3673813,0.50339,205
5,SP,SV,Nøytral,0.2634146,0.2072329,0.3285158,205
5,SP,SV,Liker,0.302439,0.2430089,0.3693126,205
6,SP,SV,Misliker,0.5107527,0.438526,0.5825332,186
6,SP,SV,Nøytral,0.2258065,0.1709292,0.2920949,186
6,SP,SV,Liker,0.2634409,0.2046564,0.3320608,186
7,SP,SV,Misliker,0.4748603,0.4020717,0.5487331,179
7,SP,SV,Nøytral,0.2458101,0.1877629,0.3148464,179
7,SP,SV,Liker,0.2793296,0.2179837,0.3502084,179
9,SP,SV,Misliker,0.490566,0.4128839,0.5687064,159
9,SP,SV,Nøytral,0.2389937,0.1784846,0.3122201,159
9,SP,SV,Liker,0.2704403,0.2065026,0.3455533,159
1,SP,MDG,Misliker,0.3823529,0.3117278,0.4583239,170
1,SP,MDG,Nøytral,0.3294118,0.2623209,0.4042583,170
1,SP,MDG,Liker,0.2882353,0.2245697,0.3615349,170
2,SP,MDG,Misliker,0.3783784,0.2919264,0.4733186,111
2,SP,MDG,Nøytral,0.2882883,0.2106752,0.3807034,111
2,SP,MDG,Liker,0.3333333,0.2508698,0.4274371,111
3,SP,MDG,Misliker,0.2920635,0.2442402,0.3449765,315
3,SP,MDG,Nøytral,0.3301587,0.2801785,0.3842949,315
3,SP,MDG,Liker,0.3777778,0.3256318,0.4329137,315
4,SP,MDG,Misliker,0.2969432,0.2409464,0.3597855,229
4,SP,MDG,Nøytral,0.3624454,0.3023294,0.4271956,229
4,SP,MDG,Liker,0.3406114,0.2817242,0.4048693,229
5,SP,MDG,Misliker,0.461165,0.3936743,0.5301102,206
5,SP,MDG,Nøytral,0.2524272,0.1973879,0.3167567,206
5,SP,MDG,Liker,0.2864078,0.2283781,0.3524474,206
6,SP,MDG,Misliker,0.5744681,0.5020824,0.6437963,188
6,SP,MDG,Nøytral,0.1861702,0.1363778,0.2489027,188
6,SP,MDG,Liker,0.2393617,0.1832816,0.3061685,188
7,SP,MDG,Misliker,0.5730337,0.4985887,0.6443108,178
7,SP,MDG,Nøytral,0.1966292,0.1442153,0.2622549,178
7,SP,MDG,Liker,0.2303371,0.1738324,0.298571,178
9,SP,MDG,Misliker,0.6392405,0.5606522,0.7110171,158
9,SP,MDG,Nøytral,0.1582278,0.1087658,0.2245167,158
9,SP,MDG,Liker,0.2025316,0.1464413,0.2732287,158
1,SV,KRF,Misliker,0.6264591,0.5652814,0.6838426,257
1,SV,KRF,Nøytral,0.1867704,0.1434479,0.2395181,257
1,SV,KRF,Liker,0.1867704,0.1434479,0.2395181,257
2,SV,KRF,Misliker,0.7170732,0.6510169,0.7749484,205
2,SV,KRF,Nøytral,0.195122,0.146115,0.2556448,205
2,SV,KRF,Liker,0.0878049,0.0558031,0.1355248,205
3,SV,KRF,Misliker,0.6086957,0.5642552,0.6514039,483
3,SV,KRF,Nøytral,0.2194617,0.1846661,0.258733,483
3,SV,KRF,Liker,0.1718427,0.1406541,0.2082708,483
4,SV,KRF,Misliker,0.5717949,0.5219164,0.6202558,390
4,SV,KRF,Nøytral,0.1923077,0.1560367,0.2346655,390
4,SV,KRF,Liker,0.2358974,0.1962183,0.2807974,390
5,SV,KRF,Misliker,0.545961,0.4939011,0.5970349,359
5,SV,KRF,Nøytral,0.2089136,0.1697842,0.2542988,359
5,SV,KRF,Liker,0.2451253,0.2032006,0.2925244,359
6,SV,KRF,Misliker,0.5692308,0.5144952,0.6223253,325
6,SV,KRF,Nøytral,0.2246154,0.182297,0.2734721,325
6,SV,KRF,Liker,0.2061538,0.1654206,0.2538663,325
7,SV,KRF,Misliker,0.6012658,0.5459538,0.6541087,316
7,SV,KRF,Nøytral,0.1993671,0.1587273,0.2473527,316
7,SV,KRF,Liker,0.1993671,0.1587273,0.2473527,316
9,SV,KRF,Misliker,0.65625,0.5991706,0.7091468,288
9,SV,KRF,Nøytral,0.1597222,0.1215926,0.2069912,288
9,SV,KRF,Liker,0.1840278,0.1431812,0.2333534,288
1,SV,AP,Misliker,0.0692308,0.0439154,0.1074987,260
1,SV,AP,Nøytral,0.1038462,0.0720047,0.1475298,260
1,SV,AP,Liker,0.8269231,0.775659,0.8684594,260
2,SV,AP,Misliker,0.0873786,0.0555298,0.1348855,206
2,SV,AP,Nøytral,0.0970874,0.0632628,0.1461749,206
2,SV,AP,Liker,0.815534,0.7560878,0.863115,206
3,SV,AP,Misliker,0.0622407,0.0438003,0.0877322,482
3,SV,AP,Nøytral,0.0829876,0.0613873,0.1112871,482
3,SV,AP,Liker,0.8547718,0.8202798,0.8835836,482
4,SV,AP,Misliker,0.0565553,0.0374554,0.0845394,389
4,SV,AP,Nøytral,0.0771208,0.0543585,0.1083229,389
4,SV,AP,Liker,0.8663239,0.8285709,0.8967983,389
5,SV,AP,Misliker,0.0853994,0.0605981,0.1190649,363
5,SV,AP,Nøytral,0.0633609,0.0423818,0.0937085,363
5,SV,AP,Liker,0.8512397,0.8105983,0.884404,363
6,SV,AP,Misliker,0.1141975,0.083728,0.153893,324
6,SV,AP,Nøytral,0.1080247,0.0784407,0.1469868,324
6,SV,AP,Liker,0.7777778,0.7289813,0.8199584,324
7,SV,AP,Misliker,0.1044304,0.0750605,0.1435092,316
7,SV,AP,Nøytral,0.1075949,0.077751,0.1470674,316
7,SV,AP,Liker,0.7879747,0.7391479,0.8297669,316
9,SV,AP,Misliker,0.1215278,0.0883762,0.1648661,288
9,SV,AP,Nøytral,0.125,0.0913539,0.1687369,288
9,SV,AP,Liker,0.7534722,0.7000729,0.8000793,288
1,SV,H,Misliker,0.7335907,0.6760328,0.7841871,259
1,SV,H,Nøytral,0.1081081,0.0755063,0.152465,259
1,SV,H,Liker,0.1583012,0.1184925,0.2083233,259
2,SV,H,Misliker,0.7832512,0.7207141,0.8349912,203
2,SV,H,Nøytral,0.1034483,0.0681773,0.1539517,203
2,SV,H,Liker,0.1133005,0.0761979,0.1652378,203
3,SV,H,Misliker,0.8016529,0.7635868,0.8349149,484
3,SV,H,Nøytral,0.1012397,0.0772781,0.1315717,484
3,SV,H,Liker,0.0971074,0.0736638,0.1269892,484
4,SV,H,Misliker,0.8235294,0.7823298,0.858343,391
4,SV,H,Nøytral,0.0920716,0.0670489,0.1251798,391
4,SV,H,Liker,0.084399,0.0605311,0.116511,391
5,SV,H,Misliker,0.7403315,0.6924563,0.7830885,362
5,SV,H,Nøytral,0.1464088,0.1134645,0.186902,362
5,SV,H,Liker,0.1132597,0.0843646,0.1504254,362
6,SV,H,Misliker,0.8042813,0.7574316,0.8439468,327
6,SV,H,Nøytral,0.0825688,0.057118,0.1179416,327
6,SV,H,Liker,0.1131498,0.0829504,0.1525154,327
7,SV,H,Misliker,0.8101266,0.7628156,0.849858,316
7,SV,H,Nøytral,0.0886076,0.0617538,0.1255759,316
7,SV,H,Liker,0.1012658,0.0723792,0.139942,316
9,SV,H,Misliker,0.816609,0.7674274,0.8573239,289
9,SV,H,Nøytral,0.0692042,0.0449613,0.1050803,289
9,SV,H,Liker,0.1141869,0.082161,0.1565667,289
1,SV,FRP,Misliker,0.9386973,0.901995,0.9622304,261
1,SV,FRP,Nøytral,0.0268199,0.0127761,0.0554343,261
1,SV,FRP,Liker,0.0344828,0.01796,0.0651968,261
2,SV,FRP,Misliker,0.9658537,0.9297088,0.9837374,205
2,SV,FRP,Nøytral,0.0243902,0.010113,0.05765,205
2,SV,FRP,Liker,0.0097561,0.0024129,0.0385827,205
3,SV,FRP,Misliker,0.9605809,0.9389388,0.9747586,482
3,SV,FRP,Nøytral,0.0207469,0.0111737,0.038205,482
3,SV,FRP,Liker,0.0186722,0.0097207,0.0355708,482
4,SV,FRP,Misliker,0.9693878,0.9467525,0.9825779,392
4,SV,FRP,Nøytral,0.0153061,0.0068682,0.0337581,392
4,SV,FRP,Liker,0.0153061,0.0068682,0.0337581,392
5,SV,FRP,Misliker,0.9586777,0.9324439,0.9749974,363
5,SV,FRP,Nøytral,0.0192837,0.0091881,0.0400239,363
5,SV,FRP,Liker,0.0220386,0.0110227,0.0435783,363
6,SV,FRP,Misliker,0.9785933,0.9556218,0.9898009,327
6,SV,FRP,Nøytral,0.0091743,0.0029443,0.0282135,327
6,SV,FRP,Liker,0.0122324,0.0045749,0.0322912,327
7,SV,FRP,Misliker,0.955414,0.9259363,0.9734953,314
7,SV,FRP,Nøytral,0.0127389,0.0047636,0.0336152,314
7,SV,FRP,Liker,0.0318471,0.017161,0.0583551,314
9,SV,FRP,Misliker,0.9619377,0.9323653,0.9788729,289
9,SV,FRP,Nøytral,0.0103806,0.0033293,0.0318888,289
9,SV,FRP,Liker,0.0276817,0.0138455,0.0545792,289
1,SV,V,Misliker,0.2413793,0.1930187,0.2973913,261
1,SV,V,Nøytral,0.2873563,0.2353904,0.345609,261
1,SV,V,Liker,0.4712644,0.4110288,0.5323486,261
2,SV,V,Misliker,0.3170732,0.2565631,0.384474,205
2,SV,V,Nøytral,0.2536585,0.1983784,0.3182278,205
2,SV,V,Liker,0.4292683,0.362685,0.4985138,205
3,SV,V,Misliker,0.3091286,0.2693226,0.3519839,482
3,SV,V,Nøytral,0.2136929,0.1792597,0.2527039,482
3,SV,V,Liker,0.4771784,0.4327301,0.5219911,482
4,SV,V,Misliker,0.4464286,0.3976857,0.4962238,392
4,SV,V,Nøytral,0.2397959,0.1999395,0.2847694,392
4,SV,V,Liker,0.3137755,0.2695714,0.3616393,392
5,SV,V,Misliker,0.3539326,0.3057468,0.4052793,356
5,SV,V,Nøytral,0.244382,0.2023445,0.2919564,356
5,SV,V,Liker,0.4016854,0.3517481,0.4537498,356
6,SV,V,Misliker,0.4430769,0.3896688,0.4978343,325
6,SV,V,Nøytral,0.2307692,0.1879508,0.2799792,325
6,SV,V,Liker,0.3261538,0.2771248,0.3793056,325
7,SV,V,Misliker,0.414557,0.3611945,0.4700026,316
7,SV,V,Nøytral,0.25,0.205115,0.3009879,316
7,SV,V,Liker,0.335443,0.285271,0.3896287,316
9,SV,V,Misliker,0.5087108,0.45067,0.5665177,287
9,SV,V,Nøytral,0.2473868,0.200635,0.3009314,287
9,SV,V,Liker,0.2439024,0.1974312,0.2972606,287
1,SV,SP,Misliker,0.2945736,0.2418172,0.3534738,258
1,SV,SP,Nøytral,0.372093,0.314885,0.4331239,258
1,SV,SP,Liker,0.3333333,0.2781363,0.393513,258
2,SV,SP,Misliker,0.3627451,0.2991599,0.4315237,204
2,SV,SP,Nøytral,0.3921569,0.3270184,0.461375,204
2,SV,SP,Liker,0.245098,0.1905173,0.30934,204
3,SV,SP,Misliker,0.325,0.2844343,0.3683728,480
3,SV,SP,Nøytral,0.31875,0.2784453,0.3619621,480
3,SV,SP,Liker,0.35625,0.3145026,0.400303,480
4,SV,SP,Misliker,0.2769231,0.2345949,0.323659,390
4,SV,SP,Nøytral,0.3692308,0.3225503,0.4184937,390
4,SV,SP,Liker,0.3538462,0.3077522,0.4028265,390
5,SV,SP,Misliker,0.2597765,0.2167868,0.3079394,358
5,SV,SP,Nøytral,0.3575419,0.309337,0.4088123,358
5,SV,SP,Liker,0.3826816,0.3335149,0.4343725,358
6,SV,SP,Misliker,0.3478261,0.2975142,0.4017799,322
6,SV,SP,Nøytral,0.3478261,0.2975142,0.4017799,322
6,SV,SP,Liker,0.3043478,0.2562932,0.3570865,322
7,SV,SP,Misliker,0.2793651,0.2323516,0.3317797,315
7,SV,SP,Nøytral,0.3777778,0.3256318,0.4329137,315
7,SV,SP,Liker,0.3428571,0.2922438,0.3973153,315
9,SV,SP,Misliker,0.3020833,0.2515373,0.3579291,288
9,SV,SP,Nøytral,0.2534722,0.2063176,0.3072323,288
9,SV,SP,Liker,0.4444444,0.3877079,0.5026675,288
1,SV,SV,Misliker,0.003861,0.0005366,0.0272221,259
1,SV,SV,Nøytral,0.015444,0.0057706,0.0406696,259
1,SV,SV,Liker,0.980695,0.9542134,0.991989,259
2,SV,SV,Misliker,0.0341463,0.0162626,0.0702912,205
2,SV,SV,Nøytral,0.004878,0.0006755,0.0343303,205
2,SV,SV,Liker,0.9609756,0.9235029,0.98048,205
3,SV,SV,Misliker,0.0082645,0.0030945,0.0218825,484
3,SV,SV,Nøytral,0.0371901,0.0235157,0.058341,484
3,SV,SV,Liker,0.9545455,0.9318401,0.9699313,484
4,SV,SV,Misliker,0.0280612,0.0155663,0.0500754,392
4,SV,SV,Nøytral,0.0408163,0.0250991,0.0657123,392
4,SV,SV,Liker,0.9311224,0.9012729,0.9524236,392
5,SV,SV,Misliker,0.0165289,0.0074162,0.0364282,363
5,SV,SV,Nøytral,0.0440771,0.0271126,0.0708832,363
5,SV,SV,Liker,0.9393939,0.9095096,0.9598447,363
6,SV,SV,Misliker,0.0276923,0.0144204,0.0525281,325
6,SV,SV,Nøytral,0.0369231,0.0210231,0.0640615,325
6,SV,SV,Liker,0.9353846,0.9027304,0.9575915,325
7,SV,SV,Misliker,0.0415335,0.0241945,0.0704021,313
7,SV,SV,Nøytral,0.057508,0.0364362,0.0896323,313
7,SV,SV,Liker,0.9009585,0.8623581,0.9296172,313
9,SV,SV,Misliker,0.0348432,0.0187782,0.0637591,287
9,SV,SV,Nøytral,0.0487805,0.0290086,0.0809057,287
9,SV,SV,Liker,0.9163763,0.8780036,0.9434566,287
1,SV,MDG,Misliker,0.0965251,0.0658909,0.1392782,259
1,SV,MDG,Nøytral,0.1930502,0.1491954,0.2460676,259
1,SV,MDG,Liker,0.7104247,0.6518432,0.762737,259
2,SV,MDG,Misliker,0.097561,0.0635746,0.1468666,205
2,SV,MDG,Nøytral,0.2292683,0.1764132,0.2923382,205
2,SV,MDG,Liker,0.6731707,0.6054577,0.7343612,205
3,SV,MDG,Misliker,0.0686071,0.0491221,0.0950485,481
3,SV,MDG,Nøytral,0.2037422,0.1699848,0.2422469,481
3,SV,MDG,Liker,0.7276507,0.685954,0.7657023,481
4,SV,MDG,Misliker,0.0871795,0.0628591,0.1197075,390
4,SV,MDG,Nøytral,0.1846154,0.1490193,0.2264516,390
4,SV,MDG,Liker,0.7282051,0.6816723,0.7702287,390
5,SV,MDG,Misliker,0.1309192,0.0996613,0.1701284,359
5,SV,MDG,Nøytral,0.1587744,0.1243598,0.2005316,359
5,SV,MDG,Liker,0.7103064,0.6609972,0.7551007,359
6,SV,MDG,Misliker,0.154321,0.1187712,0.1981191,324
6,SV,MDG,Nøytral,0.2067901,0.1659418,0.254624,324
6,SV,MDG,Liker,0.6388889,0.5848329,0.6896417,324
7,SV,MDG,Misliker,0.2088608,0.1673506,0.2574833,316
7,SV,MDG,Nøytral,0.1550633,0.1190252,0.1995414,316
7,SV,MDG,Liker,0.6360759,0.5812632,0.6875703,316
9,SV,MDG,Misliker,0.2118056,0.1682013,0.2631377,288
9,SV,MDG,Nøytral,0.1909722,0.1494037,0.2408317,288
9,SV,MDG,Liker,0.5972222,0.5391738,0.6526689,288
1,Venstre,KRF,Misliker,0.4020979,0.3464861,0.460348,286
1,Venstre,KRF,Nøytral,0.2517483,0.2045741,0.305621,286
1,Venstre,KRF,Liker,0.3461538,0.2929571,0.4034977,286
2,Venstre,KRF,Misliker,0.5726496,0.5079386,0.6349663,234
2,Venstre,KRF,Nøytral,0.1794872,0.1351511,0.2344252,234
2,Venstre,KRF,Liker,0.2478632,0.1963956,0.307655,234
3,Venstre,KRF,Misliker,0.4310345,0.3890213,0.4740644,522
3,Venstre,KRF,Nøytral,0.2701149,0.2336389,0.3099823,522
3,Venstre,KRF,Liker,0.2988506,0.2609959,0.339672,522
4,Venstre,KRF,Misliker,0.3802817,0.3352013,0.427526,426
4,Venstre,KRF,Nøytral,0.2629108,0.2231369,0.306973,426
4,Venstre,KRF,Liker,0.3568075,0.31254,0.4036634,426
5,Venstre,KRF,Misliker,0.4069149,0.3581444,0.457592,376
5,Venstre,KRF,Nøytral,0.2579787,0.2160933,0.3048259,376
5,Venstre,KRF,Liker,0.3351064,0.2889903,0.3846009,376
6,Venstre,KRF,Misliker,0.4189602,0.3663571,0.4734726,327
6,Venstre,KRF,Nøytral,0.2844037,0.2378974,0.3359931,327
6,Venstre,KRF,Liker,0.2966361,0.2493834,0.348683,327
7,Venstre,KRF,Misliker,0.4793651,0.4243732,0.5348616,315
7,Venstre,KRF,Nøytral,0.2603175,0.2146101,0.3118937,315
7,Venstre,KRF,Liker,0.2603175,0.2146101,0.3118937,315
9,Venstre,KRF,Misliker,0.4982079,0.4394734,0.5569919,279
9,Venstre,KRF,Nøytral,0.2078853,0.164013,0.2598454,279
9,Venstre,KRF,Liker,0.2939068,0.2431191,0.3503925,279
1,Venstre,AP,Misliker,0.2605634,0.2125519,0.3150804,284
1,Venstre,AP,Nøytral,0.1725352,0.1326835,0.2213024,284
1,Venstre,AP,Liker,0.5669014,0.5082693,0.6237181,284
2,Venstre,AP,Misliker,0.2478632,0.1963956,0.307655,234
2,Venstre,AP,Nøytral,0.1837607,0.1389135,0.2390667,234
2,Venstre,AP,Liker,0.5683761,0.5036591,0.6308397,234
3,Venstre,AP,Misliker,0.2149712,0.1816915,0.252466,521
3,Venstre,AP,Nøytral,0.1669866,0.1372731,0.2016285,521
3,Venstre,AP,Liker,0.6180422,0.5754038,0.6589369,521
4,Venstre,AP,Misliker,0.21513,0.1784136,0.2570385,423
4,Venstre,AP,Nøytral,0.1536643,0.1222308,0.1914186,423
4,Venstre,AP,Liker,0.6312057,0.5839658,0.6760571,423
5,Venstre,AP,Misliker,0.224,0.1844657,0.2692103,375
5,Venstre,AP,Nøytral,0.1466667,0.1142148,0.1863987,375
5,Venstre,AP,Liker,0.6293333,0.5790417,0.6769686,375
6,Venstre,AP,Misliker,0.2103659,0.1694341,0.2581129,328
6,Venstre,AP,Nøytral,0.222561,0.1805927,0.2710561,328
6,Venstre,AP,Liker,0.5670732,0.5125867,0.6199844,328
7,Venstre,AP,Misliker,0.2412698,0.1969848,0.2918918,315
7,Venstre,AP,Nøytral,0.1809524,0.1420548,0.2276744,315
7,Venstre,AP,Liker,0.5777778,0.5221981,0.6314551,315
9,Venstre,AP,Misliker,0.2831541,0.2330932,0.339211,279
9,Venstre,AP,Nøytral,0.1505376,0.1129905,0.1977797,279
9,Venstre,AP,Liker,0.5663082,0.5071422,0.6236426,279
1,Venstre,H,Misliker,0.1619718,0.1233351,0.2098153,284
1,Venstre,H,Nøytral,0.1725352,0.1326835,0.2213024,284
1,Venstre,H,Liker,0.665493,0.6082294,0.7182635,284
2,Venstre,H,Misliker,0.1702128,0.1271031,0.2241887,235
2,Venstre,H,Nøytral,0.1744681,0.1308287,0.2288315,235
2,Venstre,H,Liker,0.6553191,0.591824,0.713715,235
3,Venstre,H,Misliker,0.2718631,0.2354311,0.3116349,526
3,Venstre,H,Nøytral,0.1368821,0.1099875,0.1691036,526
3,Venstre,H,Liker,0.5912548,0.5485343,0.63264,526
4,Venstre,H,Misliker,0.25,0.2109311,0.2936126,424
4,Venstre,H,Nøytral,0.1933962,0.1584155,0.233954,424
4,Venstre,H,Liker,0.5566038,0.5087523,0.6034275,424
5,Venstre,H,Misliker,0.264,0.2216728,0.3111781,375
5,Venstre,H,Nøytral,0.136,0.1047494,0.174754,375
5,Venstre,H,Liker,0.6,0.5493189,0.6486274,375
6,Venstre,H,Misliker,0.2286585,0.1861926,0.2775071,328
6,Venstre,H,Nøytral,0.1737805,0.1363233,0.218921,328
6,Venstre,H,Liker,0.597561,0.5432593,0.6495711,328
7,Venstre,H,Misliker,0.2634921,0.2175592,0.3152159,315
7,Venstre,H,Nøytral,0.2,0.1592415,0.2481121,315
7,Venstre,H,Liker,0.5365079,0.4809161,0.5912069,315
9,Venstre,H,Misliker,0.2446043,0.197378,0.298922,278
9,Venstre,H,Nøytral,0.1834532,0.1420061,0.2337024,278
9,Venstre,H,Liker,0.5719424,0.5126808,0.6292096,278
1,Venstre,FRP,Misliker,0.7867133,0.7350884,0.8305962,286
1,Venstre,FRP,Nøytral,0.0909091,0.0624938,0.1304468,286
1,Venstre,FRP,Liker,0.1223776,0.0890026,0.1659876,286
2,Venstre,FRP,Misliker,0.7531915,0.693597,0.8044627,235
2,Venstre,FRP,Nøytral,0.093617,0.0622463,0.1384635,235
2,Venstre,FRP,Liker,0.1531915,0.1123086,0.2055112,235
3,Venstre,FRP,Misliker,0.7977099,0.7610055,0.8300363,524
3,Venstre,FRP,Nøytral,0.0935115,0.0713231,0.121698,524
3,Venstre,FRP,Liker,0.1087786,0.084775,0.13855,524
4,Venstre,FRP,Misliker,0.8333333,0.7947182,0.8659103,426
4,Venstre,FRP,Nøytral,0.0774648,0.0555165,0.1071062,426
4,Venstre,FRP,Liker,0.0892019,0.0655027,0.1203711,426
5,Venstre,FRP,Misliker,0.8510638,0.8111907,0.8837235,376
5,Venstre,FRP,Nøytral,0.0718085,0.0496166,0.102852,376
5,Venstre,FRP,Liker,0.0771277,0.0540325,0.1089573,376
